,Ano,ID Eleccion,ID Region,Region,Territorio,Candidato,Sexo,Edad,ID Partido,Partido
4205,2017,consejeros regionales,12.0,de magallanes y de la antartica chilena,magallanes,roxana  gallardo concha,mujer,49,udi,union democrata independiente
4206,2017,consejeros regionales,12.0,de magallanes y de la antartica chilena,magallanes,beatriz  sanchez canete,mujer,55,udi,union democrata independiente
4207,2017,consejeros regionales,12.0,de magallanes y de la antartica chilena,magallanes,julian edgardo mancilla perez,hombre,61,ind,independiente
4208,2017,consejeros regionales,12.0,de magallanes y de la antartica chilena,magallanes,boris stipicic matic,hombre,71,ind,independiente
4209,2017,consejeros regionales,12.0,de magallanes y de la antartica chilena,magallanes,david romo garrido,hombre,46,ind,independiente
4210,2017,consejeros regionales,12.0,de magallanes y de la antartica chilena,magallanes,maria patricia  navarro guerrero,mujer,48,ind,independiente
4211,2017,consejeros regionales,12.0,de magallanes y de la antartica chilena,magallanes,roberto sahr domian,hombre,69,pp,partido progresista
4212,2017,consejeros regionales,12.0,de magallanes y de la antartica chilena,magallanes,ernesto rody gomez gallegos,hombre,62,pp,partido progresista
4213,2017,consejeros regionales,12.0,de magallanes y de la antartica chilena,magallanes,romina andrea lara velasquez,mujer,34,pp,partido progresista
4214,2017,consejeros regionales,12.0,de magallanes y de la antartica chilena,magallanes,rodolfo concha paeile,hombre,49,evopoli,evolucion politica
4215,2017,consejeros regionales,12.0,de magallanes y de la antartica chilena,magallanes,laura angelica campos munoz,mujer,69,evopoli,evolucion politica
4216,2017,consejeros regionales,12.0,de magallanes y de la antartica chilena,magallanes,joaquin vasquez elias,hombre,29,ind,independiente
4218,2017,consejeros regionales,12.0,de magallanes y de la antartica chilena,magallanes,antonio rispoli giner,hombre,76,rn,renovacion nacional
4219,2017,consejeros regionales,12.0,de magallanes y de la antartica chilena,magallanes,jorge vega germain,hombre,76,rn,renovacion nacional
4220,2017,consejeros regionales,12.0,de magallanes y de la antartica chilena,magallanes,alejandro  kusanovic glusevic,hombre,56,ind,independiente
4221,2017,consejeros regionales,12.0,de magallanes y de la antartica chilena,magallanes,jaime gonzalo uribe hermosilla,hombre,45,ppd,partido por la democracia
4222,2017,consejeros regionales,12.0,de magallanes y de la antartica chilena,magallanes,sofia beatriz diaz aguilar,mujer,43,ppd,partido por la democracia
4223,2017,consejeros regionales,12.0,de magallanes y de la antartica chilena,magallanes,marcelino alejandro aguayo concha,hombre,47,ppd,partido por la democracia
4224,2017,consejeros regionales,12.0,de magallanes y de la antartica chilena,magallanes,jose mateo maslov velasquez,hombre,53,prs,partido radical socialdemocrata
4225,2017,consejeros regionales,12.0,de magallanes y de la antartica chilena,magallanes,karina andrea arizmendy carilao,mujer,41,prs,partido radical socialdemocrata
4226,2017,consejeros regionales,12.0,de magallanes y de la antartica chilena,magallanes,emilio oscar boccazzi campos,hombre,51,ind,independiente
4227,2017,consejeros regionales,12.0,de magallanes y de la antartica chilena,magallanes,dalivor pavel eterovic diaz,hombre,52,pcch,partido comunista de chile
4228,2017,consejeros regionales,12.0,de magallanes y de la antartica chilena,magallanes,juan felipe vukusich covacic,hombre,62,pcch,partido comunista de chile
4229,2017,consejeros regionales,12.0,de magallanes y de la antartica chilena,magallanes,christian bordoli aqueveque,hombre,49,ph,partido humanista
4230,2017,consejeros regionales,12.0,de magallanes y de la antartica chilena,magallanes,mauricio  munoz gatica,hombre,47,ind,independiente
4231,2017,consejeros regionales,12.0,de magallanes y de la antartica chilena,magallanes,miroslava soledad martinez perez,mujer,53,drp,democracia regional patagonica
4232,2017,consejeros regionales,12.0,de magallanes y de la antartica chilena,magallanes,sofia gabriela andrade mendoza,mujer,31,drp,democracia regional patagonica
4233,2017,consejeros regionales,12.0,de magallanes y de la antartica chilena,magallanes,lucia alejandra munoz concha,mujer,38,drp,democracia regional patagonica
4234,2017,consejeros regionales,12.0,de magallanes y de la antartica chilena,magallanes,aldo ricardo mattioni avila,hombre,43,drp,democracia regional patagonica
4235,2017,consejeros regionales,12.0,de magallanes y de la antartica chilena,magallanes,sergio andres vilches villanueva,hombre,36,ind,independiente
4236,2017,consejeros regionales,12.0,de magallanes y de la antartica chilena,magallanes,rodrigo alberto utz contreras,hombre,52,ind,independiente
4237,2017,consejeros regionales,12.0,de magallanes y de la antartica chilena,magallanes,gonzalo felipe bravo ruiz,hombre,28,ind,independiente
4238,2017,consejeros regionales,12.0,de magallanes y de la antartica chilena,magallanes,antonio bradasic sillard,hombre,61,ps,partido socialista de chile
4239,2017,consejeros regionales,12.0,de magallanes y de la antartica chilena,magallanes,ramon lobos vasquez,hombre,57,ps,partido socialista de chile
4240,2017,consejeros regionales,12.0,de magallanes y de la antartica chilena,magallanes,guillermo javier soto aguilera,hombre,43,ps,partido socialista de chile
4241,2017,consejeros regionales,12.0,de magallanes y de la antartica chilena,magallanes,beatriz lopez lopez,mujer,59,ind,independiente
4242,2017,consejeros regionales,12.0,de magallanes y de la antartica chilena,magallanes,miguel angel sierpe gallardo,hombre,63,pdc,partido democrata cristiano
4243,2017,consejeros regionales,12.0,de magallanes y de la antartica chilena,magallanes,nicolas galvez lopez,hombre,37,pdc,partido democrata cristiano
4245,2017,consejeros regionales,12.0,de magallanes y de la antartica chilena,magallanes,victor arnoldo low oyarzun,hombre,62,pdc,partido democrata cristiano
4246,2017,consejeros regionales,12.0,de magallanes y de la antartica chilena,magallanes,luis legaza soto,hombre,58,ind,independiente
4247,2017,consejeros regionales,12.0,de magallanes y de la antartica chilena,tierra del fuego,fernando callahan barrientos,hombre,37,udi,union democrata independiente
4248,2017,consejeros regionales,12.0,de magallanes y de la antartica chilena,tierra del fuego,hernan ferreira zeballos,hombre,52,udi,union democrata independiente
4249,2017,consejeros regionales,12.0,de magallanes y de la antartica chilena,tierra del fuego,margarita norambuena caviedes,mujer,57,rn,renovacion nacional
4250,2017,consejeros regionales,12.0,de magallanes y de la antartica chilena,tierra del fuego,juan  carrasco oyarzun,hombre,42,rn,renovacion nacional
4251,2017,consejeros regionales,12.0,de magallanes y de la antartica chilena,tierra del fuego,francisco omar ros garay,hombre,46,prs,partido radical socialdemocrata
4253,2017,consejeros regionales,12.0,de magallanes y de la antartica chilena,tierra del fuego,patricia victoria vargas oyarzo,mujer,49,ps,partido socialista de chile
4254,2017,consejeros regionales,12.0,de magallanes y de la antartica chilena,tierra del fuego,manuel aristides loncon guala,hombre,52,pdc,partido democrata cristiano
4255,2017,consejeros regionales,12.0,de magallanes y de la antartica chilena,ultima esperanza,max salas illanes,hombre,42,ind,independiente
4256,2017,consejeros regionales,12.0,de magallanes y de la antartica chilena,ultima esperanza,yammy  warner alvarez,mujer,37,udi,union democrata independiente
4257,2017,consejeros regionales,12.0,de magallanes y de la antartica chilena,ultima esperanza,bernardita  leal trivino,mujer,58,ind,independiente
4258,2017,consejeros regionales,12.0,de magallanes y de la antartica chilena,ultima esperanza,gonzalo valdes lufi,hombre,34,evopoli,evolucion politica
4259,2017,consejeros regionales,12.0,de magallanes y de la antartica chilena,ultima esperanza,romina alvarez alarcon,mujer,28,prs,partido radical socialdemocrata
4260,2017,consejeros regionales,12.0,de magallanes y de la antartica chilena,ultima esperanza,jorge mauricio ruiz aguila,hombre,42,pcch,partido comunista de chile
4261,2017,consejeros regionales,12.0,de magallanes y de la antartica chilena,ultima esperanza,giovanni patricio aguilar paris,hombre,41,drp,democracia regional patagonica
4262,2017,consejeros regionales,12.0,de magallanes y de la antartica chilena,ultima esperanza,blanca noemi montana canales,mujer,53,drp,democracia regional patagonica
4263,2017,consejeros regionales,12.0,de magallanes y de la antartica chilena,ultima esperanza,tolentino segundo soto espana,hombre,62,ind,independiente
4264,2017,consejeros regionales,12.0,de magallanes y de la antartica chilena,ultima esperanza,hector  cuyul rogel,hombre,49,ps,partido socialista de chile
4265,2017,consejeros regionales,12.0,de magallanes y de la antartica chilena,ultima esperanza,sergio antonio painel montiel,hombre,43,ind,independiente
4266,2017,consejeros regionales,13.0,metropolitana de santiago,chacabuco,rodrigo caramori donoso,hombre,38,pri,partido regionalista independiente
4267,2017,consejeros regionales,13.0,metropolitana de santiago,chacabuco,jose agustin olavarria rodriguez,hombre,51,udi,union democrata independiente
4268,2017,consejeros regionales,13.0,metropolitana de santiago,chacabuco,cesar antonio rubio valenzuela,hombre,35,pp,partido progresista
4269,2017,consejeros regionales,13.0,metropolitana de santiago,chacabuco,valezka bravo pasten,mujer,45,evopoli,evolucion politica
4270,2017,consejeros regionales,13.0,metropolitana de santiago,chacabuco,michael  araos serey,hombre,42,rn,renovacion nacional
4271,2017,consejeros regionales,13.0,metropolitana de santiago,chacabuco,victor jesus salfate obando,hombre,28,pcch,partido comunista de chile
4272,2017,consejeros regionales,13.0,metropolitana de santiago,chacabuco,felipe andres navarrete varas,hombre,41,prs,partido radical socialdemocrata
4273,2017,consejeros regionales,13.0,metropolitana de santiago,chacabuco,hector  ahumada rojas,hombre,35,ind,independiente
4274,2017,consejeros regionales,13.0,metropolitana de santiago,chacabuco,elisa ester galvez espinace,mujer,35,rd,revolucion democratica
4275,2017,consejeros regionales,13.0,metropolitana de santiago,chacabuco,carlos escobar paredes,hombre,75,pdc,partido democrata cristiano
4276,2017,consejeros regionales,13.0,metropolitana de santiago,chacabuco,marcos salgado balboa,hombre,49,ps,partido socialista de chile
4277,2017,consejeros regionales,13.0,metropolitana de santiago,chacabuco,gonzalo eduardo iniguez gonzalez,hombre,29,pev,partido ecologista verde
4278,2017,consejeros regionales,13.0,metropolitana de santiago,chacabuco,daniel esteban godoy mendez,hombre,34,ind,independiente
4279,2017,consejeros regionales,13.0,metropolitana de santiago,chacabuco,debora  sepulveda rojas,mujer,44,ind,independiente
4280,2017,consejeros regionales,13.0,metropolitana de santiago,cordillera,jessica  landeros yanez,mujer,43,udi,union democrata independiente
4281,2017,consejeros regionales,13.0,metropolitana de santiago,cordillera,cristian  ruiz cerpa,hombre,47,ind,independiente
4282,2017,consejeros regionales,13.0,metropolitana de santiago,cordillera,juan enrique perez ceballos,hombre,38,ind,independiente
4284,2017,consejeros regionales,13.0,metropolitana de santiago,cordillera,elcio jose avila acuna,hombre,47,pp,partido progresista
4285,2017,consejeros regionales,13.0,metropolitana de santiago,cordillera,josefina solange gonzalez quezada,mujer,27,ind,independiente
4286,2017,consejeros regionales,13.0,metropolitana de santiago,cordillera,claudia  faundez fuentes,mujer,49,rn,renovacion nacional
4287,2017,consejeros regionales,13.0,metropolitana de santiago,cordillera,caterina  klein plesnar,mujer,36,rn,renovacion nacional
4288,2017,consejeros regionales,13.0,metropolitana de santiago,cordillera,marcelo neira cortez,hombre,44,ind,independiente
4289,2017,consejeros regionales,13.0,metropolitana de santiago,cordillera,fernando madrid catalan,hombre,55,ppd,partido por la democracia
4290,2017,consejeros regionales,13.0,metropolitana de santiago,cordillera,paola nedyelka chavez madrid,mujer,45,rd,revolucion democratica
4291,2017,consejeros regionales,13.0,metropolitana de santiago,cordillera,victor  castro diaz,hombre,38,ind,independiente
4292,2017,consejeros regionales,13.0,metropolitana de santiago,cordillera,jorge antonio diaz marchant,hombre,58,ind,independiente
4293,2017,consejeros regionales,13.0,metropolitana de santiago,cordillera,hector calfuleo painen,hombre,53,upa,union patriotica
4294,2017,consejeros regionales,13.0,metropolitana de santiago,cordillera,sergio nicolas alejandro aravena perez,hombre,33,ind,independiente
4295,2017,consejeros regionales,13.0,metropolitana de santiago,cordillera,milenka  caballero verdugo,mujer,46,ps,partido socialista de chile
4296,2017,consejeros regionales,13.0,metropolitana de santiago,cordillera,juan pablo saez rey,hombre,45,pdc,partido democrata cristiano
4297,2017,consejeros regionales,13.0,metropolitana de santiago,cordillera,alex valentin roman rojas,hombre,28,poder,poder
4298,2017,consejeros regionales,13.0,metropolitana de santiago,cordillera,jose eduardo medina aguayo,hombre,64,pev,partido ecologista verde
4299,2017,consejeros regionales,13.0,metropolitana de santiago,cordillera,jose luis diaz diaz,hombre,35,pev,partido ecologista verde
4300,2017,consejeros regionales,13.0,metropolitana de santiago,maipo,juan anselmo melo ramirez,hombre,57,pri,partido regionalista independiente
4301,2017,consejeros regionales,13.0,metropolitana de santiago,maipo,claudio  bustamante gaete,hombre,57,udi,union democrata independiente
4302,2017,consejeros regionales,13.0,metropolitana de santiago,maipo,rodrigo  etcheverry duhalde,hombre,54,udi,union democrata independiente
4303,2017,consejeros regionales,13.0,metropolitana de santiago,maipo,gustavo villanueva borgono,hombre,28,pp,partido progresista
4304,2017,consejeros regionales,13.0,metropolitana de santiago,maipo,guillermo perez leon,hombre,23,pp,partido progresista
4305,2017,consejeros regionales,13.0,metropolitana de santiago,maipo,constanza raquel valenzuela rocuant,mujer,33,ind,independiente
4306,2017,consejeros regionales,13.0,metropolitana de santiago,maipo,christopher  espinoza oliver,hombre,31,rn,renovacion nacional
4307,2017,consejeros regionales,13.0,metropolitana de santiago,maipo,yesenia  nunez hinojosa,mujer,43,rn,renovacion nacional
4308,2017,consejeros regionales,13.0,metropolitana de santiago,maipo,alfonso ovalle urrutia,hombre,28,ind,independiente
4309,2017,consejeros regionales,13.0,metropolitana de santiago,maipo,eduardo miguel montoya ortiz,hombre,46,ind,independiente
4310,2017,consejeros regionales,13.0,metropolitana de santiago,maipo,leonel bernardo navarro ormeno,hombre,55,prs,partido radical socialdemocrata
4311,2017,consejeros regionales,13.0,metropolitana de santiago,maipo,wladimir emilio bolton munoz,hombre,27,pcch,partido comunista de chile
4313,2017,consejeros regionales,13.0,metropolitana de santiago,maipo,eduardo  rojo ortiz,hombre,25,ind,independiente
4314,2017,consejeros regionales,13.0,metropolitana de santiago,maipo,christopher white bahamondes,hombre,33,ps,partido socialista de chile
4315,2017,consejeros regionales,13.0,metropolitana de santiago,maipo,jose ignacio soto sandoval,hombre,63,pdc,partido democrata cristiano
4316,2017,consejeros regionales,13.0,metropolitana de santiago,maipo,javier andres hormazabal bascunan,hombre,39,poder,poder
4317,2017,consejeros regionales,13.0,metropolitana de santiago,maipo,victor gabriel soto san martin,hombre,28,pev,partido ecologista verde
4318,2017,consejeros regionales,13.0,metropolitana de santiago,maipo,paola elizabeth riutor paz,mujer,44,pev,partido ecologista verde
4319,2017,consejeros regionales,13.0,metropolitana de santiago,melipilla,paula garate rojas,mujer,42,udi,union democrata independiente
4320,2017,consejeros regionales,13.0,metropolitana de santiago,melipilla,benjamin castro varas,hombre,34,pri,partido regionalista independiente
4322,2017,consejeros regionales,13.0,metropolitana de santiago,melipilla,christian  hernandez villanueva,hombre,42,rn,renovacion nacional
4323,2017,consejeros regionales,13.0,metropolitana de santiago,melipilla,rodrigo loyola toro,hombre,41,ind,independiente
4324,2017,consejeros regionales,13.0,metropolitana de santiago,melipilla,cristian gonzalo leon luna,hombre,37,ppd,partido por la democracia
4326,2017,consejeros regionales,13.0,metropolitana de santiago,melipilla,paola andrea palacios nunez,mujer,26,ind,independiente
4327,2017,consejeros regionales,13.0,metropolitana de santiago,melipilla,ramon andres mallea araus,hombre,31,pdc,partido democrata cristiano
4328,2017,consejeros regionales,13.0,metropolitana de santiago,melipilla,manuel  urrutia figueroa,hombre,63,ps,partido socialista de chile
4329,2017,consejeros regionales,13.0,metropolitana de santiago,melipilla,angelo aliro cerda mesa,hombre,41,ind,independiente
4330,2017,consejeros regionales,13.0,metropolitana de santiago,santiago 1,cesar  monsalve ortega,hombre,42,pri,partido regionalista independiente
4331,2017,consejeros regionales,13.0,metropolitana de santiago,santiago 1,maria jose valenzuela quintana,mujer,33,ind,independiente
4332,2017,consejeros regionales,13.0,metropolitana de santiago,santiago 1,carlos  norambuena castro,hombre,47,udi,union democrata independiente
4334,2017,consejeros regionales,13.0,metropolitana de santiago,santiago 1,osvaldo arnoldo toro vasquez,hombre,73,pp,partido progresista
4335,2017,consejeros regionales,13.0,metropolitana de santiago,santiago 1,guillermo del carmen contreras contreras,hombre,54,ind,independiente
4336,2017,consejeros regionales,13.0,metropolitana de santiago,santiago 1,macarena escala carrasco,mujer,34,rn,renovacion nacional
4337,2017,consejeros regionales,13.0,metropolitana de santiago,santiago 1,magnolia  saavedra salas,mujer,39,rn,renovacion nacional
4338,2017,consejeros regionales,13.0,metropolitana de santiago,santiago 1,magaly  romero espinosa,mujer,41,evopoli,evolucion politica
4339,2017,consejeros regionales,13.0,metropolitana de santiago,santiago 1,maria antonieta saa diaz,mujer,74,ppd,partido por la democracia
4340,2017,consejeros regionales,13.0,metropolitana de santiago,santiago 1,patricio hernando bustos cisterna,hombre,59,ppd,partido por la democracia
4341,2017,consejeros regionales,13.0,metropolitana de santiago,santiago 1,santiago cesar arriagada rojas,hombre,35,pcch,partido comunista de chile
4342,2017,consejeros regionales,13.0,metropolitana de santiago,santiago 1,diego  ramirez sanchez,hombre,29,ind,independiente
4343,2017,consejeros regionales,13.0,metropolitana de santiago,santiago 1,max  farias tapia,hombre,45,ph,partido humanista
4344,2017,consejeros regionales,13.0,metropolitana de santiago,santiago 1,osvaldo javier navarro jamett,hombre,46,ind,independiente
4345,2017,consejeros regionales,13.0,metropolitana de santiago,santiago 1,monica sanchez aceituno,mujer,57,ps,partido socialista de chile
4346,2017,consejeros regionales,13.0,metropolitana de santiago,santiago 1,leonardo mauricio grijalba vergara,hombre,55,pdc,partido democrata cristiano
4347,2017,consejeros regionales,13.0,metropolitana de santiago,santiago 1,mario elias zamorano soto,hombre,57,pdc,partido democrata cristiano
4348,2017,consejeros regionales,13.0,metropolitana de santiago,santiago 1,rodrigo fernando munoz soto,hombre,29,poder,poder
4349,2017,consejeros regionales,13.0,metropolitana de santiago,santiago 1,edison ricardo andres rojas barrera,hombre,24,ind,independiente
4350,2017,consejeros regionales,13.0,metropolitana de santiago,santiago 1,adrian alberto valencia vidal,hombre,44,ind,independiente
4351,2017,consejeros regionales,13.0,metropolitana de santiago,santiago 2,luis  gonzalez meza,hombre,28,pri,partido regionalista independiente
4352,2017,consejeros regionales,13.0,metropolitana de santiago,santiago 2,olga  catenacci vega,mujer,29,ind,independiente
4353,2017,consejeros regionales,13.0,metropolitana de santiago,santiago 2,alvaro  lavin aliaga,hombre,43,udi,union democrata independiente
4354,2017,consejeros regionales,13.0,metropolitana de santiago,santiago 2,julio  salinas palma,hombre,37,udi,union democrata independiente
4355,2017,consejeros regionales,13.0,metropolitana de santiago,santiago 2,cristian ismael lineros contreras,hombre,42,pp,partido progresista
4356,2017,consejeros regionales,13.0,metropolitana de santiago,santiago 2,romina estephanie esparza manriquez,mujer,32,ind,independiente
4357,2017,consejeros regionales,13.0,metropolitana de santiago,santiago 2,patricio andres lara orellana,hombre,46,ind,independiente
4358,2017,consejeros regionales,13.0,metropolitana de santiago,santiago 2,jose luis munoz contreras,hombre,34,ind,independiente
4359,2017,consejeros regionales,13.0,metropolitana de santiago,santiago 2,jonathan mella rojas,hombre,38,evopoli,evolucion politica
4360,2017,consejeros regionales,13.0,metropolitana de santiago,santiago 2,mario benavides millan,hombre,58,ind,independiente
4361,2017,consejeros regionales,13.0,metropolitana de santiago,santiago 2,celin  moreno cruz,hombre,43,rn,renovacion nacional
4362,2017,consejeros regionales,13.0,metropolitana de santiago,santiago 2,fernando fuentes quezada,hombre,58,rn,renovacion nacional
4363,2017,consejeros regionales,13.0,metropolitana de santiago,santiago 2,jaime alberto gajardo orellana,hombre,63,pcch,partido comunista de chile
4365,2017,consejeros regionales,13.0,metropolitana de santiago,santiago 2,nicolas fernando camus lavin,hombre,36,ppd,partido por la democracia
4366,2017,consejeros regionales,13.0,metropolitana de santiago,santiago 2,zoran spasitelj ostoic marroquin,hombre,44,ppd,partido por la democracia
4367,2017,consejeros regionales,13.0,metropolitana de santiago,santiago 2,sergio enrique flores ramirez,hombre,59,igualdad,partido igualdad
4368,2017,consejeros regionales,13.0,metropolitana de santiago,santiago 2,luis  mura salas,hombre,54,ph,partido humanista
4369,2017,consejeros regionales,13.0,metropolitana de santiago,santiago 2,noemi  martinez diaz,mujer,38,rd,revolucion democratica
4370,2017,consejeros regionales,13.0,metropolitana de santiago,santiago 2,alexis rivas ibarra,hombre,23,upa,union patriotica
4371,2017,consejeros regionales,13.0,metropolitana de santiago,santiago 2,alvaro reyes hurtado,hombre,58,upa,union patriotica
4372,2017,consejeros regionales,13.0,metropolitana de santiago,santiago 2,dagoberto salazar parra,hombre,58,upa,union patriotica
4373,2017,consejeros regionales,13.0,metropolitana de santiago,santiago 2,carlos pinto torres,hombre,31,pdc,partido democrata cristiano
4374,2017,consejeros regionales,13.0,metropolitana de santiago,santiago 2,maria magdalena cayuqueo herrera,mujer,53,pdc,partido democrata cristiano
4375,2017,consejeros regionales,13.0,metropolitana de santiago,santiago 2,christian seymour suazo,hombre,38,ps,partido socialista de chile
4376,2017,consejeros regionales,13.0,metropolitana de santiago,santiago 2,dioscoro rojas campos,hombre,67,ps,partido socialista de chile
4377,2017,consejeros regionales,13.0,metropolitana de santiago,santiago 2,fernando erik neira pezoa,hombre,47,pev,partido ecologista verde
4378,2017,consejeros regionales,13.0,metropolitana de santiago,santiago 2,andrea alejandra miranda gajardo,mujer,41,poder,poder
4379,2017,consejeros regionales,13.0,metropolitana de santiago,santiago 2,romina ramirez oyarzun,hombre,37,ind,independiente
4380,2017,consejeros regionales,13.0,metropolitana de santiago,santiago 2,nicolas eduardo guillen gomez,hombre,39,ind,independiente
4381,2017,consejeros regionales,13.0,metropolitana de santiago,santiago 2,hebe  contreras cofre,mujer,36,ind,independiente
4382,2017,consejeros regionales,13.0,metropolitana de santiago,santiago 3,paola  delgado mocarquer,mujer,45,udi,union democrata independiente
4383,2017,consejeros regionales,13.0,metropolitana de santiago,santiago 3,maria jose saavedra vera,mujer,38,ind,independiente
4384,2017,consejeros regionales,13.0,metropolitana de santiago,santiago 3,victor orellana parra,hombre,46,pri,partido regionalista independiente
4385,2017,consejeros regionales,13.0,metropolitana de santiago,santiago 3,alexis javier zuniga jelvez,hombre,37,pp,partido progresista
4386,2017,consejeros regionales,13.0,metropolitana de santiago,santiago 3,inelia tatiana silva guzman,mujer,54,pp,partido progresista
4388,2017,consejeros regionales,13.0,metropolitana de santiago,santiago 3,roberto sepulveda hermosilla,hombre,62,rn,renovacion nacional
4389,2017,consejeros regionales,13.0,metropolitana de santiago,santiago 3,mario cortes allen,hombre,55,ind,independiente
4390,2017,consejeros regionales,13.0,metropolitana de santiago,santiago 3,lorena alvarado contreras,mujer,43,evopoli,evolucion politica
4391,2017,consejeros regionales,13.0,metropolitana de santiago,santiago 3,magdalena de lourdes arias andrade,mujer,37,ppd,partido por la democracia
4392,2017,consejeros regionales,13.0,metropolitana de santiago,santiago 3,luciano pavez sanhueza,hombre,59,ppd,partido por la democracia
4393,2017,consejeros regionales,13.0,metropolitana de santiago,santiago 3,nadia avalos olmos,mujer,61,pcch,partido comunista de chile
4394,2017,consejeros regionales,13.0,metropolitana de santiago,santiago 3,luis alberto leiva godoy,hombre,55,rd,revolucion democratica
4395,2017,consejeros regionales,13.0,metropolitana de santiago,santiago 3,jazmin marion aguilar ortiz,mujer,32,rd,revolucion democratica
4396,2017,consejeros regionales,13.0,metropolitana de santiago,santiago 3,andres samuel vidal rea,hombre,54,ph,partido humanista
4397,2017,consejeros regionales,13.0,metropolitana de santiago,santiago 3,natalia  burgos leon,mujer,38,upa,union patriotica
4398,2017,consejeros regionales,13.0,metropolitana de santiago,santiago 3,sally  ramos cabezas,mujer,62,upa,union patriotica
4400,2017,consejeros regionales,13.0,metropolitana de santiago,santiago 3,angelica cid venegas,mujer,54,ps,partido socialista de chile
4401,2017,consejeros regionales,13.0,metropolitana de santiago,santiago 3,cristian  rubio haring,hombre,42,ps,partido socialista de chile
4402,2017,consejeros regionales,13.0,metropolitana de santiago,santiago 3,freddy  campusano cerda,hombre,51,pdc,partido democrata cristiano
4403,2017,consejeros regionales,13.0,metropolitana de santiago,santiago 3,pedro agustin lazo fuentes,hombre,33,poder,poder
4404,2017,consejeros regionales,13.0,metropolitana de santiago,santiago 3,cristian alberto medina lorca,hombre,39,poder,poder
4405,2017,consejeros regionales,13.0,metropolitana de santiago,santiago 3,leonardo andres mallea zapata,hombre,38,ind,independiente
4406,2017,consejeros regionales,13.0,metropolitana de santiago,santiago 4,roberto lewin valdivieso,hombre,59,udi,union democrata independiente
4407,2017,consejeros regionales,13.0,metropolitana de santiago,santiago 4,cristian labbe martinez,hombre,37,udi,union democrata independiente
4408,2017,consejeros regionales,13.0,metropolitana de santiago,santiago 4,maria soledad morel parot,mujer,55,ind,independiente
4409,2017,consejeros regionales,13.0,metropolitana de santiago,santiago 4,alejandro bravo pasler,hombre,59,ind,independiente
4410,2017,consejeros regionales,13.0,metropolitana de santiago,santiago 4,alvaro  williams vinagre,hombre,27,evopoli,evolucion politica
4412,2017,consejeros regionales,13.0,metropolitana de santiago,santiago 4,macarena  zarhi cordero,mujer,38,rn,renovacion nacional
4413,2017,consejeros regionales,13.0,metropolitana de santiago,santiago 4,manuel jose monckeberg diaz,hombre,45,ind,independiente
4414,2017,consejeros regionales,13.0,metropolitana de santiago,santiago 4,christian pohlhammer boccardo,hombre,68,ppd,partido por la democracia
4415,2017,consejeros regionales,13.0,metropolitana de santiago,santiago 4,hugo marcelo alvarez villagra,hombre,43,ppd,partido por la democracia
4416,2017,consejeros regionales,13.0,metropolitana de santiago,santiago 4,alexander exequiel olatte quintanilla,hombre,47,prs,partido radical socialdemocrata
4417,2017,consejeros regionales,13.0,metropolitana de santiago,santiago 4,sofia valenzuela delpiano,mujer,45,rd,revolucion democratica
4418,2017,consejeros regionales,13.0,metropolitana de santiago,santiago 4,joceline  espinoza garcia,mujer,28,ph,partido humanista
4420,2017,consejeros regionales,13.0,metropolitana de santiago,santiago 4,eduardo giesen amtmann,hombre,52,ind,independiente
4421,2017,consejeros regionales,13.0,metropolitana de santiago,santiago 4,rafael patricio pinochet cavieres,hombre,52,ind,independiente
4422,2017,consejeros regionales,13.0,metropolitana de santiago,santiago 4,jacqueline marie saintard vera,mujer,64,pdc,partido democrata cristiano
4423,2017,consejeros regionales,13.0,metropolitana de santiago,santiago 4,michel de l'herbe dinamarca,hombre,51,pdc,partido democrata cristiano
4424,2017,consejeros regionales,13.0,metropolitana de santiago,santiago 4,raul ascencio araneda,hombre,22,ps,partido socialista de chile
4425,2017,consejeros regionales,13.0,metropolitana de santiago,santiago 4,marco undurraga romeo,hombre,45,ps,partido socialista de chile
4426,2017,consejeros regionales,13.0,metropolitana de santiago,santiago 4,ivo tomislav vukusich cifuentes,hombre,39,pev,partido ecologista verde
4427,2017,consejeros regionales,13.0,metropolitana de santiago,santiago 4,gabriela adriana pazos nunez,mujer,48,pev,partido ecologista verde
4428,2017,consejeros regionales,13.0,metropolitana de santiago,santiago 4,beatriz urrutia huenchun,mujer,38,pev,partido ecologista verde
4430,2017,consejeros regionales,13.0,metropolitana de santiago,santiago 5,claudio pardo paredes,hombre,27,udi,union democrata independiente
4431,2017,consejeros regionales,13.0,metropolitana de santiago,santiago 5,claudia perez calderon,mujer,44,udi,union democrata independiente
4432,2017,consejeros regionales,13.0,metropolitana de santiago,santiago 5,cristian amigo recio,hombre,46,ind,independiente
4433,2017,consejeros regionales,13.0,metropolitana de santiago,santiago 5,ivonne katherine munoz vasquez,mujer,33,ind,independiente
4434,2017,consejeros regionales,13.0,metropolitana de santiago,santiago 5,carlos marcelo rojas munoz,hombre,43,pp,partido progresista
4435,2017,consejeros regionales,13.0,metropolitana de santiago,santiago 5,vicente eduardo rojas pizarro,hombre,43,pp,partido progresista
4436,2017,consejeros regionales,13.0,metropolitana de santiago,santiago 5,cristian enrique ortega yanez,hombre,29,pp,partido progresista
4437,2017,consejeros regionales,13.0,metropolitana de santiago,santiago 5,luis hernan cornejo berenguela,hombre,35,pp,partido progresista
